390,228
388,228
392,233
395,233
400,230
400,229
394,229
391,229
382,227
373,220
367,216
366,216
366,215
367,215
368,215
368,216
369,218
375,220
380,222
376,222
369,219
363,216
363,216
361,215
359,216
359,216
357,217
358,217
358,216
358,214
359,215
359,215
360,215
360,217
361,219
361,218
360,218
362,219
362,219
361,219
361,219
367,220
366,220
367,220
362,218
362,218
362,218
362,218
361,218
361,217
360,218
360,218
361,218
360,218
360,219
361,219
358,218
358,218
359,218
359,220
359,220
358,220
358,220
358,221
358,222
358,222
357,221
356,220
343,207
337,204
301,199
295,200
288,200
283,200
277,203
277,204
279,205
