389,131
388,132
388,133
390,132
393,132
337,128
267,136
263,139
268,138
271,138
274,138
290,135
295,133
295,132
295,132
295,131
296,131
295,132
294,131
294,132
293,134
293,134
292,133
290,137
293,137
292,136
292,138
291,139
291,137
289,138
288,139
290,138
290,138
292,139
292,139
293,139
295,139
295,139
295,140
295,141
296,141
297,142
296,145
300,143
298,145
300,145
297,143
303,145
303,144
303,145
305,143
305,145
305,145
306,145
306,144
307,145
314,143
315,142
313,144
317,141
310,143
307,143
309,143
314,144
315,143
315,143
315,143
314,143
315,143
313,144
310,145
309,144
310,145
309,144
308,145
310,146
308,145
311,146
312,147
313,147
310,146
313,146
309,144
314,145
315,145
317,145
319,144
319,144
319,144
321,144
321,144
321,144
322,143
322,143
322,143
323,143
324,143
323,143
324,143
324,143
322,143
323,142
322,143
323,142
322,142
324,143
324,143
324,141
327,142
324,142
325,141
325,142
331,142
327,142
333,143
334,142
334,143
330,143
336,142
330,142
335,142
336,143
335,143
331,144
336,144
336,143
337,143
337,143
334,144
338,144
333,144
334,145
334,145
335,145
333,145
335,143
337,146
336,144
334,144
334,144
334,144
335,143
334,144
336,143
334,142
335,142
335,142
336,143
335,142
335,143
333,142
334,143
334,142
333,143
335,143
334,143
334,142
334,143
334,143
335,143
336,142
333,144
333,145
333,144
333,144
332,144
334,143
332,144
331,143
332,144
330,144
331,143
331,145
330,144
331,144
332,144
332,145
331,145
331,145
331,146
332,145
333,145
333,146
334,146
334,146
335,146
334,146
334,146
334,146
334,147
334,147
334,147
333,147
334,147
336,147
336,146
334,146
335,145
335,146
335,146
335,145
334,144
335,145
335,145
335,145
334,145
334,145
333,146
333,146
330,147
332,147
331,147
331,147
331,147
331,147
330,148
330,147
329,147
331,148
330,148
330,148
329,148
329,147
329,148
328,148
330,148
329,148
330,148
330,147
330,148
329,147
328,148
327,148
326,148
328,148
328,148
327,149
328,149
327,148
327,148
327,149
328,149
328,149
328,149
329,150
330,149
330,150
329,149
330,149
330,149
331,149
331,149
331,149
326,148
332,149
327,147
328,147
328,147
328,147
330,147
331,148
331,146
340,148
341,149
340,149
341,150
342,151
343,151
343,152
344,152
345,153
346,153
345,153
346,154
345,154
341,154
340,154
340,153
340,152
339,152
338,153
338,153
338,153
337,153
337,154
336,154
336,153
335,153
335,154
335,153
337,153
341,154
342,154
340,153
341,154
347,155
348,155
348,156
347,155
354,153
356,154
356,153
357,152
356,151
353,151
353,151
353,151
355,155
355,155
354,156
356,155
352,155
353,155
352,155
353,155
353,155
352,155
352,155
352,155
349,155
348,155
341,156
339,149
343,143
345,141
347,139
350,138
357,138
360,138
358,139
355,141
353,142
350,143
341,144
339,142
337,140
336,137
335,133
334,130
333,128
332,124
332,118
328,120
327,123
327,126
327,128
328,133
329,134
330,136
332,138
333,140
334,141
334,141
336,138
346,133
347,132
358,131
